,coachID,year,teamID,leagueID,stint,won,lost,post_wins,post_losses
1486,mcmilna01,2007,POR,NBA,1,41.0,41.0,0.0,0.0
1487,mitchsa01,2007,TOR,NBA,1,41.0,41.0,1.0,4.0
1488,myerspe01,2007,CHI,NBA,2,0.0,1.0,0.0,0.0
1489,nelsodo01,2007,GSW,NBA,1,48.0,34.0,0.0,0.0
1490,obrieji03,2007,IND,NBA,1,36.0,46.0,0.0,0.0
1491,popovgr01,2007,SAS,NBA,1,56.0,26.0,9.0,8.0
1492,rileypa01,2007,MIA,NBA,1,15.0,67.0,0.0,0.0
1493,riverdo01,2007,BOS,NBA,1,66.0,16.0,16.0,10.0
1494,saundfl01,2007,DET,NBA,1,59.0,23.0,10.0,7.0
1495,scottby01,2007,NOH,NBA,1,56.0,26.0,7.0,5.0
1496,skilesc01,2007,CHI,NBA,1,9.0,16.0,0.0,0.0
1497,sloanje01,2007,UTA,NBA,1,54.0,28.0,6.0,6.0
1498,theusre01,2007,SAC,NBA,1,38.0,44.0,0.0,0.0
1499,thomais01,2007,NYK,NBA,1,23.0,59.0,0.0,0.0
1500,vangust01,2007,ORL,NBA,1,52.0,30.0,5.0,5.0
1501,vincesa01,2007,CHR,NBA,1,32.0,50.0,0.0,0.0
1502,wittmra01,2007,MIN,NBA,1,22.0,60.0,0.0,0.0
1503,woodsmi01,2007,ATL,NBA,1,37.0,45.0,3.0,4.0
1504,adelmri01,2008,HOU,NBA,1,53.0,29.0,7.0,6.0
1505,brooksc01,2008,OKC,NBA,2,22.0,46.0,0.0,0.0
1506,brownla01,2008,CHR,NBA,1,35.0,47.0,0.0,0.0
1507,brownmi02,2008,CLE,NBA,1,66.0,16.0,10.0,4.0
1508,carlepj01,2008,OKC,NBA,1,1.0,13.0,0.0,0.0
1509,carliri01,2008,DAL,NBA,1,50.0,32.0,0.0,0.0
1510,cheekma01,2008,PHI,NBA,1,9.0,14.0,0.0,0.0
1511,currymi01,2008,DET,NBA,1,39.0,43.0,0.0,4.0
1512,dantomi01,2008,NYK,NBA,1,32.0,50.0,0.0,0.0
1513,davisjo01,2008,MEM,NBA,2,0.0,2.0,0.0,0.0
1514,delnevi01,2008,CHI,NBA,1,41.0,41.0,3.0,4.0
1515,dileoto01,2008,PHI,NBA,2,32.0,27.0,2.0,4.0
1516,dunlemi01,2008,LAC,NBA,1,19.0,63.0,0.0,0.0
1517,frankla01,2008,NJN,NBA,1,34.0,48.0,0.0,0.0
1518,gentral01,2008,PHO,NBA,2,18.0,13.0,0.0,0.0
1519,hollili01,2008,MEM,NBA,3,13.0,26.0,0.0,0.0
1520,iavarma01,2008,MEM,NBA,1,11.0,30.0,0.0,0.0
1521,jacksph01,2008,LAL,NBA,1,65.0,17.0,16.0,7.0
1522,jordaed01,2008,WAS,NBA,1,1.0,10.0,0.0,0.0
1523,karlge01,2008,DEN,NBA,1,54.0,28.0,10.0,6.0
1524,mchalke01,2008,MIN,NBA,2,20.0,43.0,0.0,0.0
1525,mcmilna01,2008,POR,NBA,1,54.0,28.0,2.0,4.0
1526,mitchsa01,2008,TOR,NBA,1,8.0,9.0,0.0,0.0
1527,nattke01,2008,SAC,NBA,2,11.0,47.0,0.0,0.0
1528,nelsodo01,2008,GSW,NBA,1,29.0,53.0,0.0,0.0
1529,obrieji03,2008,IND,NBA,1,36.0,46.0,0.0,0.0
1530,popovgr01,2008,SAS,NBA,1,54.0,28.0,1.0,4.0
1531,portete01,2008,PHO,NBA,1,23.0,18.0,0.0,0.0
1532,riverdo01,2008,BOS,NBA,1,62.0,20.0,7.0,7.0
1533,scottby01,2008,NOH,NBA,1,49.0,33.0,1.0,4.0
1534,skilesc01,2008,MIL,NBA,1,34.0,48.0,0.0,0.0
1535,sloanje01,2008,UTA,NBA,1,48.0,34.0,0.0,0.0
1536,spoeler01,2008,MIA,NBA,1,43.0,39.0,3.0,4.0
1537,tapsced01,2008,WAS,NBA,2,18.0,53.0,0.0,0.0
1538,theusre01,2008,SAC,NBA,1,6.0,18.0,0.0,0.0
1539,trianja01,2008,TOR,NBA,2,25.0,40.0,0.0,0.0
1540,vangust01,2008,ORL,NBA,1,59.0,23.0,13.0,11.0
1541,wittmra01,2008,MIN,NBA,1,4.0,15.0,0.0,0.0
1542,woodsmi01,2008,ATL,NBA,1,47.0,35.0,4.0,4.0
1543,adelmri01,2009,HOU,NBA,1,42.0,40.0,0.0,0.0
1544,barrito01,2009,NJN,NBA,2,0.0,2.0,0.0,0.0
1545,bowerje01,2009,NOH,NBA,2,34.0,39.0,0.0,0.0
1546,brooksc01,2009,OKC,NBA,1,50.0,32.0,2.0,4.0
1547,brownla01,2009,CHR,NBA,1,44.0,38.0,0.0,4.0
1548,brownmi02,2009,CLE,NBA,1,61.0,21.0,6.0,5.0
1549,carliri01,2009,DAL,NBA,1,55.0,27.0,2.0,4.0
1550,dantomi01,2009,NYK,NBA,1,29.0,53.0,0.0,0.0
1551,delnevi01,2009,CHI,NBA,1,41.0,41.0,1.0,4.0
1552,dunlemi01,2009,LAC,NBA,1,21.0,28.0,0.0,0.0
1553,frankla01,2009,NJN,NBA,1,0.0,16.0,0.0,0.0
1554,gentral01,2009,PHO,NBA,1,54.0,28.0,10.0,6.0
1555,hollili01,2009,MEM,NBA,1,40.0,42.0,0.0,0.0
1556,hugheki01,2009,LAC,NBA,2,8.0,25.0,0.0,0.0
1557,jacksph01,2009,LAL,NBA,1,57.0,25.0,0.0,0.0
1558,jordaed01,2009,PHI,NBA,1,27.0,55.0,0.0,0.0
1559,karlge01,2009,DEN,NBA,1,53.0,29.0,2.0,4.0
1560,kuestjo01,2009,DET,NBA,1,27.0,55.0,0.0,0.0
1561,mcmilna01,2009,POR,NBA,1,50.0,32.0,2.0,4.0
1562,nelsodo01,2009,GSW,NBA,1,26.0,56.0,0.0,0.0
1563,obrieji03,2009,IND,NBA,1,32.0,50.0,0.0,0.0
1564,popovgr01,2009,SAS,NBA,1,50.0,32.0,4.0,6.0
1565,rambiku01,2009,MIN,NBA,1,15.0,67.0,0.0,0.0
1566,riverdo01,2009,BOS,NBA,1,50.0,32.0,15.0,9.0
1567,saundfl01,2009,WAS,NBA,1,26.0,56.0,0.0,0.0
1568,scottby01,2009,NOH,NBA,1,3.0,6.0,0.0,0.0
1569,skilesc01,2009,MIL,NBA,1,46.0,36.0,3.0,4.0
1570,sloanje01,2009,UTA,NBA,1,53.0,29.0,4.0,6.0
1571,spoeler01,2009,MIA,NBA,1,47.0,35.0,1.0,4.0
1572,trianja01,2009,TOR,NBA,1,40.0,42.0,0.0,0.0
1573,vandeki01,2009,NJN,NBA,3,12.0,52.0,0.0,0.0
1574,vangust01,2009,ORL,NBA,1,59.0,23.0,10.0,4.0
1575,westppa01,2009,SAC,NBA,1,25.0,57.0,0.0,0.0
1576,woodsmi01,2009,ATL,NBA,1,53.0,29.0,4.0,7.0
1577,adelmri01,2010,HOU,NBA,1,43.0,39.0,0.0,0.0
1578,brooksc01,2010,OKC,NBA,1,55.0,27.0,9.0,8.0
1579,brownla01,2010,CHA,NBA,1,9.0,19.0,0.0,0.0
1580,carliri01,2010,DAL,NBA,1,57.0,25.0,16.0,4.0
1581,collido01,2010,PHI,NBA,1,41.0,41.0,1.0,4.0
1582,corbity01,2010,UTA,NBA,2,8.0,20.0,0.0,0.0
1583,dantomi01,2010,NYK,NBA,1,42.0,40.0,0.0,4.0
1584,delnevi01,2010,LAC,NBA,1,32.0,50.0,0.0,0.0
1585,drewla01,2010,ATL,NBA,1,44.0,38.0,6.0,6.0
1586,gentral01,2010,PHO,NBA,1,40.0,42.0,0.0,0.0
1587,hollili01,2010,MEM,NBA,1,46.0,36.0,7.0,6.0
1588,jacksph01,2010,LAL,NBA,1,57.0,25.0,4.0,6.0
1589,johnsav01,2010,NJN,NBA,1,24.0,58.0,0.0,0.0
1590,karlge01,2010,DEN,NBA,1,50.0,32.0,1.0,4.0
1591,kuestjo01,2010,DET,NBA,1,30.0,52.0,0.0,0.0
1592,mcmilna01,2010,POR,NBA,1,48.0,34.0,2.0,4.0
1593,obrieji03,2010,IND,NBA,1,17.0,27.0,0.0,0.0
1594,popovgr01,2010,SAS,NBA,1,61.0,21.0,2.0,4.0
1595,rambiku01,2010,MIN,NBA,1,17.0,65.0,0.0,0.0
1596,riverdo01,2010,BOS,NBA,1,56.0,26.0,5.0,4.0
1597,saundfl01,2010,WAS,NBA,1,23.0,59.0,0.0,0.0
1598,scottby01,2010,CLE,NBA,1,19.0,63.0,0.0,0.0
1599,silaspa01,2010,CHA,NBA,2,25.0,29.0,0.0,0.0
1600,skilesc01,2010,MIL,NBA,1,35.0,47.0,0.0,0.0
1601,sloanje01,2010,UTA,NBA,1,31.0,23.0,0.0,0.0
1602,smartke01,2010,GSW,NBA,1,36.0,46.0,0.0,0.0
1603,spoeler01,2010,MIA,NBA,1,58.0,24.0,14.0,7.0
1604,thiboto01,2010,CHI,NBA,1,62.0,20.0,9.0,7.0
1605,trianja01,2010,TOR,NBA,1,22.0,60.0,0.0,0.0
1606,vangust01,2010,ORL,NBA,1,52.0,30.0,2.0,4.0
1607,vogelfr01,2010,IND,NBA,2,20.0,18.0,1.0,4.0
1608,westppa01,2010,SAC,NBA,1,24.0,58.0,0.0,0.0
1609,willimo01,2010,NOH,NBA,1,46.0,36.0,2.0,4.0
1610,drewla01,2011,ATL,NBA,1,40.0,26.0,2.0,4.0
1611,riverdo01,2011,BOS,NBA,1,39.0,27.0,11.0,9.0
1612,silaspa01,2011,CHA,NBA,1,7.0,59.0,0.0,0.0
1613,thiboto01,2011,CHI,NBA,1,50.0,16.0,2.0,4.0
1614,scottby01,2011,CLE,NBA,1,21.0,45.0,0.0,0.0
1615,carliri01,2011,DAL,NBA,1,36.0,30.0,0.0,4.0
1616,karlge01,2011,DEN,NBA,1,38.0,28.0,3.0,4.0
1617,frankla01,2011,DET,NBA,1,25.0,41.0,0.0,0.0
1618,jacksma01 ,2011,GSW,NBA,1,23.0,43.0,0.0,0.0
1619,mchalke01,2011,HOU,NBA,1,34.0,32.0,0.0,0.0
1620,vogelfr01,2011,IND,NBA,1,42.0,24.0,6.0,5.0
1621,delnevi01,2011,LAC,NBA,1,40.0,26.0,4.0,7.0
1622,brownmi02,2011,LAL,NBA,1,41.0,25.0,5.0,7.0
1623,hollili01,2011,MEM,NBA,1,41.0,25.0,3.0,4.0
1624,spoeler01,2011,MIA,NBA,1,46.0,20.0,16.0,7.0
1625,skilesc01,2011,MIL,NBA,1,31.0,35.0,0.0,0.0
1626,adelmri01,2011,MIN,NBA,1,26.0,40.0,0.0,0.0
1627,johnsav01,2011,NJN,NBA,1,22.0,44.0,0.0,0.0
1628,willimo01,2011,NOH,NBA,1,21.0,45.0,0.0,0.0
1629,dantomi01,2011,NYK,NBA,1,18.0,24.0,0.0,0.0
1630,woodsmi01,2011,NYK,NBA,2,18.0,6.0,1.0,4.0
1631,brooksc01,2011,OKC,NBA,1,47.0,19.0,13.0,7.0
1632,vangust01,2011,ORL,NBA,1,37.0,29.0,1.0,4.0
1633,collido01,2011,PHI,NBA,1,35.0,31.0,7.0,6.0
1634,gentral01,2011,PHO,NBA,1,33.0,33.0,0.0,0.0
1635,mcmilna01,2011,POR,NBA,1,20.0,23.0,0.0,0.0
1636,canalka01,2011,POR,NBA,2,8.0,15.0,0.0,0.0
1637,westppa01,2011,SAC,NBA,1,2.0,5.0,0.0,0.0
1638,smartke01,2011,SAC,NBA,2,20.0,39.0,0.0,0.0
1639,popovgr01,2011,SAS,NBA,1,50.0,16.0,10.0,4.0
1640,caseydw01,2011,TOR,NBA,1,23.0,43.0,0.0,0.0
1641,corbity01,2011,UTA,NBA,1,36.0,30.0,0.0,4.0
1642,saundfl01,2011,WAS,NBA,1,2.0,15.0,0.0,0.0
1643,wittmra01,2011,WAS,NBA,2,18.0,31.0,0.0,0.0
1645,phillan01,1961,CHM,ABL1,1,39.0,44.0,0.0,1.0
1649,sharmbi01,1961,CLP,ABL1,2,19.0,11.0,6.0,4.0
1650,rochare01,1961,HAW,ABL1,1,29.0,53.0,0.0,1.0
1652,mcmahja01,1961,KCS,ABL1,1,54.0,25.0,4.0,4.0
1654,stutzst01,1961,WNY,ABL1,1,31.0,50.0,2.0,1.0
