,coachID,year,teamID,leagueID,stint,won,lost,post_wins,post_losses
1117,mottadi01,1996,DEN,NBA,2,17.0,52.0,0.0,0.0
1118,popovgr01,1996,SAS,NBA,2,17.0,47.0,0.0,0.0
1119,rileypa01,1996,MIA,NBA,1,61.0,21.0,8.0,9.0
1120,saundfl01,1996,MIN,NBA,1,40.0,42.0,0.0,3.0
1121,sloanje01,1996,UTA,NBA,1,64.0,18.0,13.0,7.0
1122,staakbo01,1996,WSB,NBA,2,0.0,1.0,0.0,0.0
1123,stjeaga01,1996,SAC,NBA,1,28.0,39.0,0.0,0.0
1124,tomjaru01,1996,HOU,NBA,1,57.0,25.0,9.0,7.0
1125,vanguje01,1996,NYK,NBA,1,57.0,25.0,6.0,4.0
1126,walkeda01,1996,TOR,NBA,1,30.0,52.0,0.0,0.0
1127,wilkele01,1996,ATL,NBA,1,56.0,26.0,4.0,6.0
1128,wintebr01,1996,VAN,NBA,1,8.0,35.0,0.0,0.0
1129,aingeda01,1997,PHO,NBA,1,56.0,26.0,1.0,3.0
1130,bickebe01,1997,WAS,NBA,1,42.0,40.0,0.0,0.0
1131,birdla01,1997,IND,NBA,1,58.0,24.0,10.0,6.0
1132,brownla01,1997,PHI,NBA,1,31.0,51.0,0.0,0.0
1133,calipjo01,1997,NJN,NBA,1,43.0,39.0,0.0,3.0
1134,carlepj01,1997,GSW,NBA,1,19.0,63.0,0.0,0.0
1135,cartebu01,1997,TOR,NBA,2,5.0,28.0,0.0,0.0
1136,cleamji01,1997,DAL,NBA,1,4.0,12.0,0.0,0.0
1137,collido01,1997,DET,NBA,1,21.0,24.0,0.0,0.0
1138,cowenda01,1997,CHH,NBA,1,51.0,31.0,4.0,5.0
1139,dalych01,1997,ORL,NBA,1,41.0,41.0,0.0,0.0
1140,dunlemi01,1997,POR,NBA,1,46.0,36.0,1.0,3.0
1141,fitchbi01,1997,LAC,NBA,1,17.0,65.0,0.0,0.0
1142,fordch01,1997,MIL,NBA,1,36.0,46.0,0.0,0.0
1143,fratemi01,1997,CLE,NBA,1,47.0,35.0,1.0,3.0
1144,gentral01,1997,DET,NBA,2,16.0,21.0,0.0,0.0
1145,hanzlbi01,1997,DEN,NBA,1,11.0,71.0,0.0,0.0
1146,harride02,1997,LAL,NBA,1,61.0,21.0,7.0,6.0
1147,hillbr01,1997,VAN,NBA,1,19.0,63.0,0.0,0.0
1148,jacksph01,1997,CHI,NBA,1,62.0,20.0,15.0,6.0
1149,jordaed01,1997,SAC,NBA,1,27.0,55.0,0.0,0.0
1150,karlge01,1997,SEA,NBA,1,61.0,21.0,4.0,6.0
1151,nelsodo01,1997,DAL,NBA,2,16.0,50.0,0.0,0.0
1152,pitinri01,1997,BOS,NBA,1,36.0,46.0,0.0,0.0
1153,popovgr01,1997,SAS,NBA,1,56.0,26.0,4.0,5.0
1154,rileypa01,1997,MIA,NBA,1,55.0,27.0,2.0,3.0
1155,saundfl01,1997,MIN,NBA,1,45.0,37.0,2.0,3.0
1156,sloanje01,1997,UTA,NBA,1,62.0,20.0,13.0,7.0
1157,tomjaru01,1997,HOU,NBA,1,41.0,41.0,2.0,3.0
1158,vanguje01,1997,NYK,NBA,1,43.0,39.0,4.0,6.0
1159,walkeda01,1997,TOR,NBA,1,11.0,38.0,0.0,0.0
1160,wilkele01,1997,ATL,NBA,1,50.0,32.0,1.0,3.0
1161,adelmri01,1998,SAC,NBA,1,27.0,23.0,2.0,3.0
1162,aingeda01,1998,PHO,NBA,1,27.0,23.0,0.0,3.0
1163,bertkbi01,1998,LAL,NBA,2,1.0,0.0,0.0,0.0
1164,bickebe01,1998,WAS,NBA,1,13.0,19.0,0.0,0.0
1165,birdla01,1998,IND,NBA,1,33.0,17.0,9.0,4.0
1166,broveji01,1998,WAS,NBA,2,5.0,13.0,0.0,0.0
1167,brownla01,1998,PHI,NBA,1,28.0,22.0,3.0,5.0
1168,calipjo01,1998,NJN,NBA,1,3.0,17.0,0.0,0.0
1169,carlepj01,1998,GSW,NBA,1,21.0,29.0,0.0,0.0
1170,cartebu01,1998,TOR,NBA,1,23.0,27.0,0.0,0.0
1171,caseydo01,1998,NJN,NBA,2,13.0,17.0,0.0,0.0
1172,cowenda01,1998,CHH,NBA,1,4.0,11.0,0.0,0.0
1173,dalych01,1998,ORL,NBA,1,33.0,17.0,1.0,3.0
1174,dantomi01,1998,DEN,NBA,1,14.0,36.0,0.0,0.0
1175,dunlemi01,1998,POR,NBA,1,35.0,15.0,7.0,6.0
1176,floydti01,1998,CHI,NBA,1,13.0,37.0,0.0,0.0
1177,fordch01,1998,LAC,NBA,1,9.0,41.0,0.0,0.0
1178,fratemi01,1998,CLE,NBA,1,22.0,28.0,0.0,0.0
1179,gentral01,1998,DET,NBA,1,29.0,21.0,2.0,3.0
1180,harride02,1998,LAL,NBA,1,6.0,6.0,0.0,0.0
1181,hillbr01,1998,VAN,NBA,1,8.0,42.0,0.0,0.0
1182,karlge01,1998,MIL,NBA,1,28.0,22.0,0.0,3.0
1183,nelsodo01,1998,DAL,NBA,1,19.0,31.0,0.0,0.0
1184,pitinri01,1998,BOS,NBA,1,19.0,31.0,0.0,0.0
1185,popovgr01,1998,SAS,NBA,1,37.0,13.0,15.0,2.0
1186,rambiku01,1998,LAL,NBA,3,24.0,13.0,3.0,5.0
1187,rileypa01,1998,MIA,NBA,1,33.0,17.0,2.0,3.0
1188,saundfl01,1998,MIN,NBA,1,25.0,25.0,1.0,3.0
1189,silaspa01,1998,CHH,NBA,2,22.0,13.0,0.0,0.0
1190,sloanje01,1998,UTA,NBA,1,37.0,13.0,5.0,6.0
1191,tomjaru01,1998,HOU,NBA,1,31.0,19.0,1.0,3.0
1192,vanguje01,1998,NYK,NBA,1,27.0,23.0,12.0,8.0
1193,westppa01,1998,SEA,NBA,1,25.0,25.0,0.0,0.0
1194,wilkele01,1998,ATL,NBA,1,31.0,19.0,3.0,6.0
1195,adelmri01,1999,SAC,NBA,1,44.0,38.0,2.0,3.0
1196,aingeda01,1999,PHO,NBA,1,13.0,7.0,0.0,0.0
1197,birdla01,1999,IND,NBA,1,56.0,26.0,13.0,10.0
1198,brownla01,1999,PHI,NBA,1,49.0,33.0,5.0,5.0
1199,carlepj01,1999,GSW,NBA,1,6.0,21.0,0.0,0.0
1200,cartebu01,1999,TOR,NBA,1,45.0,37.0,0.0,3.0
1201,caseydo01,1999,NJN,NBA,1,31.0,51.0,0.0,0.0
1202,dunlemi01,1999,POR,NBA,1,59.0,23.0,10.0,6.0
1203,floydti01,1999,CHI,NBA,1,17.0,65.0,0.0,0.0
1204,fordch01,1999,LAC,NBA,1,11.0,34.0,0.0,0.0
1205,gentral01,1999,DET,NBA,1,28.0,30.0,0.0,0.0
1206,heardga01,1999,WAS,NBA,2,14.0,30.0,0.0,0.0
1207,hillbr01,1999,VAN,NBA,1,4.0,18.0,0.0,0.0
1208,hollili01,1999,VAN,NBA,2,18.0,42.0,0.0,0.0
1209,irvinge01,1999,DET,NBA,2,14.0,10.0,0.0,3.0
1210,isselda01,1999,DEN,NBA,1,35.0,47.0,0.0,0.0
1211,jacksph01,1999,LAL,NBA,1,67.0,15.0,15.0,8.0
1212,karlge01,1999,MIL,NBA,1,42.0,40.0,2.0,3.0
1213,nelsodo01,1999,DAL,NBA,1,40.0,42.0,0.0,0.0
1214,pitinri01,1999,BOS,NBA,1,35.0,47.0,0.0,0.0
1215,popovgr01,1999,SAS,NBA,1,53.0,29.0,1.0,3.0
1216,rileypa01,1999,MIA,NBA,1,52.0,30.0,6.0,4.0
1217,riverdo01,1999,ORL,NBA,1,41.0,41.0,0.0,0.0
1218,saundfl01,1999,MIN,NBA,1,50.0,32.0,1.0,3.0
1219,silaspa01,1999,CHH,NBA,1,49.0,33.0,1.0,3.0
1220,skilesc01,1999,PHO,NBA,2,40.0,22.0,4.0,5.0
1221,sloanje01,1999,UTA,NBA,1,55.0,27.0,4.0,6.0
1222,stjeaga01,1999,GSW,NBA,2,13.0,42.0,0.0,0.0
1223,toddji01,1999,LAC,NBA,2,4.0,33.0,0.0,0.0
1224,tomjaru01,1999,HOU,NBA,1,34.0,48.0,0.0,0.0
1225,vanguje01,1999,NYK,NBA,1,50.0,32.0,9.0,7.0
1226,walkeda01,1999,WAS,NBA,1,15.0,23.0,0.0,0.0
1227,westppa01,1999,SEA,NBA,1,45.0,37.0,2.0,3.0
1228,wilkele01,1999,ATL,NBA,1,28.0,54.0,0.0,0.0
1229,wittmra01,1999,CLE,NBA,1,32.0,50.0,0.0,0.0
1230,adelmri01,2000,SAC,NBA,1,55.0,27.0,3.0,5.0
1231,brownla01,2000,PHI,NBA,1,56.0,26.0,12.0,11.0
1232,cowenda01,2000,GSW,NBA,1,17.0,65.0,0.0,0.0
1233,dunlemi01,2000,POR,NBA,1,50.0,32.0,0.0,3.0
1234,floydti01,2000,CHI,NBA,1,15.0,67.0,0.0,0.0
1235,gentral01,2000,LAC,NBA,1,31.0,51.0,0.0,0.0
1236,hamille01,2000,WAS,NBA,1,19.0,63.0,0.0,0.0
1237,irvinge01,2000,DET,NBA,1,32.0,50.0,0.0,0.0
1238,isselda01,2000,DEN,NBA,1,40.0,42.0,0.0,0.0
1239,jacksph01,2000,LAL,NBA,1,56.0,26.0,15.0,1.0
1240,karlge01,2000,MIL,NBA,1,52.0,30.0,10.0,8.0
1241,krugelo01,2000,ATL,NBA,1,25.0,57.0,0.0,0.0
1242,lowesi01,2000,VAN,NBA,1,23.0,59.0,0.0,0.0
1243,mcmilna01,2000,SEA,NBA,2,38.0,29.0,0.0,0.0
1244,nelsodo01,2000,DAL,NBA,1,53.0,29.0,4.0,6.0
1245,obrieji03,2000,BOS,NBA,2,24.0,24.0,0.0,0.0
1246,pitinri01,2000,BOS,NBA,1,12.0,22.0,0.0,0.0
1247,popovgr01,2000,SAS,NBA,1,58.0,24.0,7.0,6.0
1248,rileypa01,2000,MIA,NBA,1,50.0,32.0,0.0,3.0
1249,riverdo01,2000,ORL,NBA,1,43.0,39.0,1.0,3.0
1250,saundfl01,2000,MIN,NBA,1,47.0,35.0,1.0,3.0
1251,scottby01,2000,NJN,NBA,1,26.0,56.0,0.0,0.0
1252,silaspa01,2000,CHH,NBA,1,46.0,36.0,6.0,4.0
1253,skilesc01,2000,PHO,NBA,1,51.0,31.0,1.0,3.0
1254,sloanje01,2000,UTA,NBA,1,53.0,29.0,2.0,3.0
1255,thomais01,2000,IND,NBA,1,41.0,41.0,1.0,3.0
1256,tomjaru01,2000,HOU,NBA,1,45.0,37.0,0.0,0.0
1257,vanguje01,2000,NYK,NBA,1,48.0,34.0,2.0,3.0
1258,westppa01,2000,SEA,NBA,1,6.0,9.0,0.0,0.0
1259,wilkele01,2000,TOR,NBA,1,47.0,35.0,6.0,6.0
1260,wittmra01,2000,CLE,NBA,1,30.0,52.0,0.0,0.0
1261,adelmri01,2001,SAC,NBA,1,61.0,21.0,10.0,6.0
1262,berrybi01,2001,CHI,NBA,2,0.0,2.0,0.0,0.0
1263,brownla01,2001,PHI,NBA,1,43.0,39.0,2.0,3.0
1264,carliri01,2001,DET,NBA,1,50.0,32.0,4.0,6.0
1265,cartwbi01,2001,CHI,NBA,3,17.0,38.0,0.0,0.0
1266,chanedo01,2001,NYK,NBA,2,20.0,43.0,0.0,0.0
1267,cheekma01,2001,POR,NBA,1,49.0,33.0,0.0,3.0
1268,collido01,2001,WAS,NBA,1,37.0,45.0,0.0,0.0
1269,cowenda01,2001,GSW,NBA,1,8.0,15.0,0.0,0.0
1270,evansmi01,2001,DEN,NBA,2,18.0,38.0,0.0,0.0
1271,floydti01,2001,CHI,NBA,1,4.0,21.0,0.0,0.0
1272,gentral01,2001,LAC,NBA,1,39.0,43.0,0.0,0.0
1273,isselda01,2001,DEN,NBA,1,9.0,17.0,0.0,0.0
1274,jacksph01,2001,LAL,NBA,1,58.0,24.0,15.0,4.0
1275,johnsfr01,2001,PHO,NBA,2,11.0,20.0,0.0,0.0
1276,karlge01,2001,MIL,NBA,1,41.0,41.0,0.0,0.0
1277,krugelo01,2001,ATL,NBA,1,33.0,49.0,0.0,0.0
1278,lowesi01,2001,MEM,NBA,1,23.0,59.0,0.0,0.0
1279,lucasjo01,2001,CLE,NBA,1,29.0,53.0,0.0,0.0
1280,mcmilna01,2001,SEA,NBA,1,45.0,37.0,2.0,3.0
1281,nelsodo01,2001,DAL,NBA,1,57.0,25.0,4.0,4.0
1282,obrieji03,2001,BOS,NBA,1,49.0,33.0,9.0,7.0
1283,popovgr01,2001,SAS,NBA,1,58.0,24.0,4.0,6.0
1284,rileypa01,2001,MIA,NBA,1,36.0,46.0,0.0,0.0
1285,riverdo01,2001,ORL,NBA,1,44.0,38.0,1.0,3.0
1286,saundfl01,2001,MIN,NBA,1,50.0,32.0,0.0,3.0
1287,scottby01,2001,NJN,NBA,1,52.0,30.0,11.0,9.0
1288,silaspa01,2001,CHH,NBA,1,44.0,38.0,4.0,5.0
1289,skilesc01,2001,PHO,NBA,1,25.0,26.0,0.0,0.0
1290,sloanje01,2001,UTA,NBA,1,44.0,38.0,1.0,3.0
1291,thomais01,2001,IND,NBA,1,42.0,40.0,2.0,3.0
1292,tomjaru01,2001,HOU,NBA,1,28.0,54.0,0.0,0.0
1293,vanguje01,2001,NYK,NBA,1,10.0,9.0,0.0,0.0
1294,wilkele01,2001,TOR,NBA,1,42.0,40.0,2.0,3.0
1295,wintebr01,2001,GSW,NBA,2,13.0,46.0,0.0,0.0
1296,adelmri01,2002,SAC,NBA,1,59.0,23.0,7.0,5.0
1297,brownhu01,2002,MEM,NBA,2,28.0,46.0,0.0,0.0
1298,brownla01,2002,PHI,NBA,1,48.0,34.0,6.0,6.0
1299,bzdelje01,2002,DEN,NBA,1,17.0,65.0,0.0,0.0
1300,carliri01,2002,DET,NBA,1,50.0,32.0,8.0,9.0
1301,cartwbi01,2002,CHI,NBA,1,30.0,52.0,0.0,0.0
1302,chanedo01,2002,NYK,NBA,1,37.0,45.0,0.0,0.0
1303,cheekma01,2002,POR,NBA,1,50.0,32.0,3.0,4.0
1304,collido01,2002,WAS,NBA,1,37.0,45.0,0.0,0.0
1305,gentral01,2002,LAC,NBA,1,19.0,39.0,0.0,0.0
1306,jacksph01,2002,LAL,NBA,1,50.0,32.0,6.0,6.0
1307,johnsde01,2002,LAC,NBA,2,8.0,16.0,0.0,0.0
1308,johnsfr01,2002,PHO,NBA,1,44.0,38.0,2.0,4.0
1309,karlge01,2002,MIL,NBA,1,42.0,40.0,2.0,4.0
1310,krugelo01,2002,ATL,NBA,1,11.0,16.0,0.0,0.0
1311,lowesi01,2002,MEM,NBA,1,0.0,8.0,0.0,0.0
1312,lucasjo01,2002,CLE,NBA,1,8.0,34.0,0.0,0.0
1313,mcmilna01,2002,SEA,NBA,1,40.0,42.0,0.0,0.0
1314,musseer01,2002,GSW,NBA,1,38.0,44.0,0.0,0.0
1315,nelsodo01,2002,DAL,NBA,1,60.0,22.0,10.0,10.0
1316,obrieji03,2002,BOS,NBA,1,44.0,38.0,4.0,6.0
1317,popovgr01,2002,SAS,NBA,1,60.0,22.0,16.0,8.0
1318,rileypa01,2002,MIA,NBA,1,25.0,57.0,0.0,0.0
1319,riverdo01,2002,ORL,NBA,1,42.0,40.0,3.0,4.0
1320,saundfl01,2002,MIN,NBA,1,51.0,31.0,2.0,4.0
1321,scottby01,2002,NJN,NBA,1,49.0,33.0,14.0,6.0
1322,silaspa01,2002,NOH,NBA,1,47.0,35.0,2.0,4.0
1323,sloanje01,2002,UTA,NBA,1,47.0,35.0,1.0,4.0
1324,smartke01,2002,CLE,NBA,2,9.0,31.0,0.0,0.0
1325,stottte01,2002,ATL,NBA,2,24.0,31.0,0.0,0.0
1326,thomais01,2002,IND,NBA,1,48.0,34.0,2.0,4.0
1327,tomjaru01,2002,HOU,NBA,1,43.0,39.0,0.0,0.0
1328,wilkele01,2002,TOR,NBA,1,24.0,58.0,0.0,0.0
1329,adelmri01,2003,SAC,NBA,1,55.0,27.0,7.0,5.0
1330,ayersra01,2003,PHI,NBA,1,21.0,31.0,0.0,0.0
1331,brownhu01,2003,MEM,NBA,1,50.0,32.0,0.0,4.0
1332,brownla01,2003,DET,NBA,1,54.0,28.0,16.0,7.0
1333,bzdelje01,2003,DEN,NBA,1,43.0,39.0,1.0,4.0
1334,carliri01,2003,IND,NBA,1,61.0,21.0,10.0,6.0
1335,carrojo02,2003,BOS,NBA,2,14.0,22.0,0.0,4.0
1336,cartwbi01,2003,CHI,NBA,1,4.0,10.0,0.0,0.0
1337,chanedo01,2003,NYK,NBA,1,15.0,24.0,0.0,0.0
1338,cheekma01,2003,POR,NBA,1,41.0,41.0,0.0,0.0
1339,dantomi01,2003,PHO,NBA,2,21.0,40.0,0.0,0.0
1340,davisjo01,2003,ORL,NBA,2,20.0,51.0,0.0,0.0
1341,dunlemi01,2003,LAC,NBA,1,28.0,54.0,0.0,0.0
1342,floydti01,2003,NOH,NBA,1,41.0,41.0,3.0,4.0
1343,fordch01,2003,PHI,NBA,2,12.0,18.0,0.0,0.0
1344,frankla01,2003,NJN,NBA,2,25.0,15.0,7.0,4.0
1345,jacksph01,2003,LAL,NBA,1,56.0,26.0,13.0,9.0
1346,johnsfr01,2003,PHO,NBA,1,8.0,13.0,0.0,0.0
1347,jordaed01,2003,WAS,NBA,1,25.0,57.0,0.0,0.0
1348,mcmilna01,2003,SEA,NBA,1,37.0,45.0,0.0,0.0
1349,musseer01,2003,GSW,NBA,1,37.0,45.0,0.0,0.0
1350,myerspe01,2003,CHI,NBA,2,0.0,2.0,0.0,0.0
1351,nelsodo01,2003,DAL,NBA,1,52.0,30.0,1.0,4.0
1352,obrieji03,2003,BOS,NBA,1,22.0,24.0,0.0,0.0
1353,oneilke01,2003,TOR,NBA,1,33.0,49.0,0.0,0.0
1354,popovgr01,2003,SAS,NBA,1,57.0,25.0,6.0,4.0
1355,portete01,2003,MIL,NBA,1,41.0,41.0,1.0,4.0
1356,riverdo01,2003,ORL,NBA,1,1.0,10.0,0.0,0.0
1357,saundfl01,2003,MIN,NBA,1,58.0,24.0,10.0,8.0
1358,scottby01,2003,NJN,NBA,1,22.0,20.0,0.0,0.0
1359,silaspa01,2003,CLE,NBA,1,35.0,47.0,0.0,0.0
1360,skilesc01,2003,CHI,NBA,3,19.0,47.0,0.0,0.0
1361,sloanje01,2003,UTA,NBA,1,42.0,40.0,0.0,0.0
1362,stottte01,2003,ATL,NBA,1,28.0,54.0,0.0,0.0
1363,vanguje01,2003,HOU,NBA,1,45.0,37.0,1.0,4.0
1364,vangust01,2003,MIA,NBA,1,42.0,40.0,6.0,7.0
1365,wilkele01,2003,NYK,NBA,3,23.0,19.0,0.0,4.0
1366,willihe01,2003,NYK,NBA,2,1.0,0.0,0.0,0.0
1367,adelmri01,2004,SAC,NBA,1,50.0,32.0,1.0,4.0
1368,bickebe01,2004,CHA,NBA,1,18.0,64.0,0.0,0.0
1369,brownhu01,2004,MEM,NBA,1,5.0,7.0,0.0,0.0
1370,brownla01,2004,DET,NBA,1,54.0,28.0,15.0,10.0
1371,bzdelje01,2004,DEN,NBA,1,13.0,15.0,0.0,0.0
1372,carliri01,2004,IND,NBA,1,44.0,38.0,6.0,7.0
1373,cheekma01,2004,POR,NBA,1,22.0,33.0,0.0,0.0
1374,coopemi01,2004,DEN,NBA,2,4.0,10.0,0.0,0.0
1375,dantomi01,2004,PHO,NBA,1,62.0,20.0,9.0,6.0
1376,davisjo01,2004,ORL,NBA,1,31.0,33.0,0.0,0.0
1377,dunlemi01,2004,LAC,NBA,1,37.0,45.0,0.0,0.0
1378,frankla01,2004,NJN,NBA,1,42.0,40.0,0.0,4.0
1379,fratemi01,2004,MEM,NBA,2,40.0,30.0,0.0,4.0
1380,hamblfr01,2004,LAL,NBA,2,10.0,29.0,0.0,0.0
1381,jentch01,2004,ORL,NBA,2,5.0,13.0,0.0,0.0
1382,johnsav01,2004,DAL,NBA,2,16.0,2.0,6.0,7.0
1383,jordaed01,2004,WAS,NBA,1,45.0,37.0,4.0,6.0
1384,karlge01,2004,DEN,NBA,3,32.0,8.0,1.0,4.0
1385,malonbr01,2004,CLE,NBA,2,8.0,10.0,0.0,0.0
1386,mchalke01,2004,MIN,NBA,2,19.0,12.0,0.0,0.0
1387,mcmilna01,2004,SEA,NBA,1,52.0,30.0,6.0,5.0
1388,mitchsa01,2004,TOR,NBA,1,33.0,49.0,0.0,0.0
1389,montgmi01,2004,GSW,NBA,1,34.0,48.0,0.0,0.0
1390,nelsodo01,2004,DAL,NBA,1,42.0,22.0,0.0,0.0
1391,obrieji03,2004,PHI,NBA,1,43.0,39.0,1.0,4.0
1392,popovgr01,2004,SAS,NBA,1,59.0,23.0,16.0,7.0
1393,portete01,2004,MIL,NBA,1,30.0,52.0,0.0,0.0
1394,pritcke01,2004,POR,NBA,2,5.0,22.0,0.0,0.0
1395,riverdo01,2004,BOS,NBA,1,45.0,37.0,3.0,4.0
1396,saundfl01,2004,MIN,NBA,1,25.0,26.0,0.0,0.0
1397,scottby01,2004,NOH,NBA,1,18.0,64.0,0.0,0.0
1398,silaspa01,2004,CLE,NBA,1,34.0,30.0,0.0,0.0
1399,skilesc01,2004,CHI,NBA,1,47.0,35.0,2.0,4.0
1400,sloanje01,2004,UTA,NBA,1,26.0,56.0,0.0,0.0
1401,tomjaru01,2004,LAL,NBA,1,24.0,19.0,0.0,0.0
1402,vanguje01,2004,HOU,NBA,1,51.0,31.0,3.0,4.0
1403,vangust01,2004,MIA,NBA,1,59.0,23.0,11.0,4.0
1404,wilkele01,2004,NYK,NBA,1,17.0,22.0,0.0,0.0
1405,willihe01,2004,NYK,NBA,2,16.0,27.0,0.0,0.0
1406,woodsmi01,2004,ATL,NBA,1,13.0,69.0,0.0,0.0
1407,adelmri01,2005,SAC,NBA,1,44.0,38.0,2.0,4.0
1408,bickebe01,2005,CHA,NBA,1,26.0,56.0,0.0,0.0
1409,brownla01,2005,NYK,NBA,1,23.0,59.0,0.0,0.0
1410,brownmi02,2005,CLE,NBA,1,50.0,32.0,7.0,6.0
1411,carliri01,2005,IND,NBA,1,41.0,41.0,2.0,4.0
1412,caseydw01,2005,MIN,NBA,1,33.0,49.0,0.0,0.0
1413,cheekma01,2005,PHI,NBA,1,38.0,44.0,0.0,0.0
1414,dantomi01,2005,PHO,NBA,1,54.0,28.0,10.0,10.0
1415,dunlemi01,2005,LAC,NBA,1,47.0,35.0,7.0,5.0
1416,frankla01,2005,NJN,NBA,1,49.0,33.0,5.0,6.0
1417,fratemi01,2005,MEM,NBA,1,49.0,33.0,0.0,4.0
1418,hillbo01,2005,SEA,NBA,2,22.0,30.0,0.0,0.0
1419,hillbr01,2005,ORL,NBA,1,36.0,46.0,0.0,0.0
1420,jacksph01,2005,LAL,NBA,1,45.0,37.0,3.0,4.0
1421,johnsav01,2005,DAL,NBA,1,60.0,22.0,14.0,9.0
1422,jordaed01,2005,WAS,NBA,1,42.0,40.0,2.0,4.0
1423,karlge01,2005,DEN,NBA,1,44.0,38.0,1.0,4.0
1424,mcmilna01,2005,POR,NBA,1,21.0,61.0,0.0,0.0
1425,mitchsa01,2005,TOR,NBA,1,27.0,55.0,0.0,0.0
1426,montgmi01,2005,GSW,NBA,1,34.0,48.0,0.0,0.0
1427,popovgr01,2005,SAS,NBA,1,63.0,19.0,7.0,6.0
1428,rileypa01,2005,MIA,NBA,2,41.0,20.0,16.0,7.0
1429,riverdo01,2005,BOS,NBA,1,33.0,49.0,0.0,0.0
1430,saundfl01,2005,DET,NBA,1,64.0,18.0,10.0,8.0
1431,scottby01,2005,NOK,NBA,1,38.0,44.0,0.0,0.0
1432,skilesc01,2005,CHI,NBA,1,41.0,41.0,2.0,4.0
1433,sloanje01,2005,UTA,NBA,1,41.0,41.0,0.0,0.0
1434,stottte01,2005,MIL,NBA,1,40.0,42.0,1.0,4.0
1435,vanguje01,2005,HOU,NBA,1,34.0,48.0,0.0,0.0
1436,vangust01,2005,MIA,NBA,1,11.0,10.0,0.0,0.0
1437,weissbo01,2005,SEA,NBA,1,13.0,17.0,0.0,0.0
1438,woodsmi01,2005,ATL,NBA,1,26.0,56.0,0.0,0.0
1439,baronto01,2006,MEM,NBA,2,16.0,36.0,0.0,0.0
1440,bickebe01,2006,CHA,NBA,1,33.0,49.0,0.0,0.0
1441,brownmi02,2006,CLE,NBA,1,50.0,32.0,12.0,8.0
1442,carliri01,2006,IND,NBA,1,35.0,47.0,0.0,0.0
1443,caseydw01,2006,MIN,NBA,1,20.0,20.0,0.0,0.0
1444,cheekma01,2006,PHI,NBA,1,35.0,47.0,0.0,0.0
1445,dantomi01,2006,PHO,NBA,1,61.0,21.0,6.0,5.0
1446,dunlemi01,2006,LAC,NBA,1,40.0,42.0,0.0,0.0
1447,frankla01,2006,NJN,NBA,1,41.0,41.0,6.0,6.0
1448,fratemi01,2006,MEM,NBA,1,6.0,24.0,0.0,0.0
1449,hillbo01,2006,SEA,NBA,1,31.0,51.0,0.0,0.0
1450,hillbr01,2006,ORL,NBA,1,40.0,42.0,0.0,4.0
1451,jacksph01,2006,LAL,NBA,1,42.0,40.0,1.0,4.0
1452,johnsav01,2006,DAL,NBA,1,67.0,15.0,2.0,4.0
1453,jordaed01,2006,WAS,NBA,1,41.0,41.0,0.0,4.0
1454,karlge01,2006,DEN,NBA,1,45.0,37.0,1.0,4.0
1455,krystla01,2006,MIL,NBA,2,5.0,13.0,0.0,0.0
1456,mcmilna01,2006,POR,NBA,1,32.0,50.0,0.0,0.0
1457,mitchsa01,2006,TOR,NBA,1,47.0,35.0,2.0,4.0
1458,musseer01,2006,SAC,NBA,1,33.0,49.0,0.0,0.0
1459,nelsodo01,2006,GSW,NBA,1,42.0,40.0,5.0,6.0
1460,popovgr01,2006,SAS,NBA,1,58.0,24.0,16.0,4.0
1461,rileypa01,2006,MIA,NBA,1,44.0,38.0,0.0,4.0
1462,riverdo01,2006,BOS,NBA,1,24.0,58.0,0.0,0.0
1463,saundfl01,2006,DET,NBA,1,53.0,29.0,10.0,6.0
1464,scottby01,2006,NOK,NBA,1,39.0,43.0,0.0,0.0
1465,skilesc01,2006,CHI,NBA,1,49.0,33.0,6.0,4.0
1466,sloanje01,2006,UTA,NBA,1,51.0,31.0,9.0,8.0
1467,stottte01,2006,MIL,NBA,1,23.0,41.0,0.0,0.0
1468,thomais01,2006,NYK,NBA,1,33.0,49.0,0.0,0.0
1469,vanguje01,2006,HOU,NBA,1,52.0,30.0,3.0,4.0
1470,wittmra01,2006,MIN,NBA,2,12.0,30.0,0.0,0.0
1471,woodsmi01,2006,ATL,NBA,1,30.0,52.0,0.0,0.0
1472,adelmri01,2007,HOU,NBA,1,55.0,27.0,2.0,4.0
1473,boylaji01,2007,CHI,NBA,3,24.0,32.0,0.0,0.0
1474,brownmi02,2007,CLE,NBA,1,45.0,37.0,7.0,6.0
1475,carlepj01,2007,SEA,NBA,1,20.0,62.0,0.0,0.0
1476,cheekma01,2007,PHI,NBA,1,40.0,42.0,2.0,4.0
1477,dantomi01,2007,PHO,NBA,1,55.0,27.0,1.0,4.0
1478,dunlemi01,2007,LAC,NBA,1,23.0,59.0,0.0,0.0
1479,frankla01,2007,NJN,NBA,1,34.0,48.0,0.0,0.0
1480,iavarma01,2007,MEM,NBA,1,22.0,60.0,0.0,0.0
1481,jacksph01,2007,LAL,NBA,1,57.0,25.0,14.0,7.0
1482,johnsav01,2007,DAL,NBA,1,51.0,31.0,1.0,4.0
1483,jordaed01,2007,WAS,NBA,1,43.0,39.0,2.0,4.0
1484,karlge01,2007,DEN,NBA,1,50.0,32.0,0.0,4.0
1485,krystla01,2007,MIL,NBA,1,26.0,56.0,0.0,0.0
