,player_id,last_name,first_name,season_id,conference,league_id,games_played,minutes,points,o_rebounds,d_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,fg_attempted,fg_made,ft_attempted,ft_made,three_attempted,three_made
755,johnsst03,Johnson,Stew,1974,East,ABA,1,14,8.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,11.0,4.0,0.0,0.0,1.0,0.0
760,jonesbo01,Jones,Bobby,1981,East,NBA,1,14,5.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,2.0,5.0,2.0,2.0,1.0,0.0,0.0
761,jonesca01,Jones,Caldwell,1974,West,ABA,1,15,5.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0
762,jonesed01,Jones,Eddie,1999,East,NBA,1,21,10.0,1.0,3.0,4.0,3.0,1.0,0.0,1.0,1.0,7.0,4.0,0.0,0.0,3.0,2.0
763,jonesed01,Jones,Eddie,1997,West,NBA,1,25,15.0,7.0,4.0,11.0,1.0,2.0,0.0,0.0,1.0,19.0,7.0,2.0,1.0,7.0,0.0
764,jonesed01,Jones,Eddie,1996,West,NBA,1,17,10.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,7.0,4.0,1.0,0.0
769,jonesji01,Jones,Jimmy,1972,West,ABA,1,36,14.0,1.0,4.0,5.0,4.0,1.0,0.0,4.0,2.0,10.0,6.0,2.0,2.0,2.0,0.0
770,jonesji01,Jones,Jimmy,1973,West,ABA,1,25,11.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,6.0,4.0,5.0,3.0,0.0,0.0
775,jonesri01,Jones,Rich,1972,West,ABA,1,14,0.0,0.0,4.0,4.0,1.0,0.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
776,jonesri01,Jones,Rich,1973,West,ABA,1,19,4.0,4.0,4.0,8.0,2.0,0.0,1.0,1.0,4.0,11.0,2.0,0.0,0.0,1.0,0.0
786,jordami01,Jordan,Michael,1997,East,NBA,1,32,23.0,1.0,5.0,6.0,8.0,3.0,0.0,2.0,0.0,18.0,10.0,3.0,2.0,1.0,1.0
787,jordami01,Jordan,Michael,1996,East,NBA,1,26,14.0,3.0,8.0,11.0,11.0,2.0,0.0,3.0,4.0,14.0,5.0,7.0,4.0,0.0,0.0
798,jordami01,Jordan,Michael,2002,East,NBA,1,36,20.0,2.0,3.0,5.0,2.0,2.0,0.0,2.0,3.0,27.0,9.0,2.0,2.0,2.0,0.0
799,jordami01,Jordan,Michael,2001,East,NBA,1,22,8.0,0.0,4.0,4.0,3.0,2.0,0.0,1.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0
800,kamanch01,Kaman,Chris,2009,West,NBA,1,11,4.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
804,kempsh01,Kemp,Shawn,1997,East,NBA,1,25,12.0,2.0,9.0,11.0,2.0,4.0,0.0,4.0,2.0,10.0,5.0,2.0,2.0,1.0,0.0
805,kempsh01,Kemp,Shawn,1996,West,NBA,1,19,10.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,7.0,4.0,2.0,1.0,1.0,0.0
812,kenonla01,Kenon,Larry,1973,East,ABA,1,22,18.0,1.0,5.0,6.0,0.0,0.0,0.0,3.0,1.0,12.0,8.0,3.0,2.0,0.0,0.0
813,kenonla01,Kenon,Larry,1974,East,ABA,1,16,12.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0
819,kiddja01,Kidd,Jason,2009,West,NBA,1,6,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
821,kiddja01,Kidd,Jason,2003,East,NBA,1,22,14.0,0.0,3.0,3.0,10.0,2.0,0.0,3.0,1.0,6.0,4.0,4.0,3.0,4.0,3.0
822,kiddja01,Kidd,Jason,2002,East,NBA,1,33,11.0,1.0,4.0,5.0,10.0,5.0,0.0,2.0,0.0,9.0,4.0,2.0,2.0,4.0,1.0
823,kiddja01,Kidd,Jason,2001,East,NBA,1,18,2.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
824,kiddja01,Kidd,Jason,2000,West,NBA,1,30,11.0,0.0,4.0,4.0,2.0,5.0,0.0,5.0,3.0,6.0,4.0,0.0,0.0,4.0,3.0
825,kiddja01,Kidd,Jason,1999,West,NBA,1,34,11.0,0.0,5.0,5.0,14.0,4.0,0.0,6.0,0.0,9.0,4.0,0.0,0.0,6.0,3.0
826,kiddja01,Kidd,Jason,1997,West,NBA,1,19,0.0,0.0,1.0,1.0,9.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
827,kiddja01,Kidd,Jason,2007,East,NBA,1,25,2.0,0.0,4.0,4.0,10.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
828,kingbe01,King,Bernard,1981,West,NBA,1,14,6.0,0.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,7.0,2.0,2.0,2.0,0.0,0.0
833,kirilan01,Kirilenko,Andrei,2003,West,NBA,1,12,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0
841,laettch01,Laettner,Christian,1996,East,NBA,1,24,7.0,4.0,7.0,11.0,2.0,1.0,1.0,2.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0
853,laniebo01,Lanier,Bob,1981,East,NBA,1,11,8.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,3.0,7.0,3.0,2.0,2.0,0.0,0.0
860,leeda02,Lee,David,2009,East,NBA,1,12,4.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
866,lewisfr01,Lewis,Freddie,1974,East,ABA,1,33,26.0,0.0,5.0,5.0,10.0,2.0,0.0,6.0,3.0,15.0,11.0,3.0,3.0,1.0,1.0
868,lewisra01,Lewis,Rashard,2008,East,NBA,1,21,8.0,1.0,5.0,6.0,0.0,0.0,0.0,1.0,3.0,6.0,3.0,2.0,1.0,4.0,1.0
869,lewisra01,Lewis,Rashard,2004,West,NBA,1,14,2.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,7.0,1.0,0.0,0.0,2.0,0.0
897,magloja01,Magloire,Jamaal,2003,East,NBA,1,21,19.0,3.0,5.0,8.0,0.0,1.0,1.0,1.0,2.0,16.0,9.0,2.0,1.0,0.0,0.0
905,malonka01,Malone,Karl,2000,West,NBA,1,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
906,malonka01,Malone,Karl,1999,West,NBA,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
907,malonka01,Malone,Karl,1997,West,NBA,1,17,4.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0
908,malonka01,Malone,Karl,1996,West,NBA,1,20,4.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0
928,malonmo01,Malone,Moses,1974,West,ABA,1,20,6.0,3.0,7.0,10.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,0.0,0.0
929,malonmo01,Malone,Moses,1981,West,NBA,1,20,12.0,5.0,6.0,11.0,0.0,2.0,1.0,3.0,2.0,11.0,5.0,6.0,2.0,0.0,0.0
937,marbust01,Marbury,Stephon,2000,East,NBA,1,18,12.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,9.0,5.0,2.0,0.0,3.0,2.0
938,marbust01,Marbury,Stephon,2002,West,NBA,1,15,4.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0
941,mariosh01,Marion,Shawn,2002,West,NBA,1,23,8.0,5.0,2.0,7.0,4.0,3.0,1.0,0.0,1.0,9.0,4.0,0.0,0.0,1.0,0.0
942,mariosh01,Marion,Shawn,2005,West,NBA,1,17,14.0,4.0,4.0,8.0,0.0,1.0,1.0,0.0,1.0,9.0,5.0,7.0,4.0,0.0,0.0
943,mariosh01,Marion,Shawn,2004,West,NBA,1,16,10.0,3.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,7.0,5.0,1.0,0.0,0.0,0.0
944,mariosh01,Marion,Shawn,2006,West,NBA,1,22,18.0,5.0,3.0,8.0,4.0,2.0,0.0,2.0,0.0,15.0,9.0,0.0,0.0,1.0,0.0
945,martike01,Martin,Kenyon,2003,East,NBA,1,23,17.0,4.0,3.0,7.0,3.0,0.0,0.0,3.0,1.0,10.0,8.0,2.0,1.0,0.0,0.0
953,mashbja01,Mashburn,Jamal,2002,East,NBA,1,14,10.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,2.0,2.0
954,masonan01,Mason,Anthony,2000,East,NBA,1,20,0.0,2.0,2.0,4.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
960,mcclate01,McClain,Ted,1973,East,ABA,1,25,12.0,2.0,1.0,3.0,4.0,2.0,0.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0
963,mcdyean01,McDyess,Antonio,2000,West,NBA,1,15,8.0,3.0,5.0,8.0,2.0,1.0,0.0,0.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0
967,mcginge01,McGinnis,George,1972,West,ABA,1,34,23.0,5.0,10.0,15.0,2.0,1.0,1.0,3.0,5.0,15.0,10.0,6.0,3.0,1.0,0.0
968,mcginge01,McGinnis,George,1973,West,ABA,1,30,14.0,7.0,4.0,11.0,1.0,1.0,0.0,8.0,3.0,21.0,7.0,0.0,0.0,0.0,0.0
969,mcginge01,McGinnis,George,1974,West,ABA,1,32,18.0,3.0,9.0,12.0,5.0,3.0,1.0,3.0,5.0,14.0,6.0,11.0,6.0,1.0,0.0
971,mcgratr01,McGrady,Tracy,2003,East,NBA,1,23,13.0,1.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,11.0,5.0,4.0,2.0,6.0,1.0
972,mcgratr01,McGrady,Tracy,2002,East,NBA,1,36,29.0,1.0,4.0,5.0,2.0,0.0,0.0,1.0,3.0,17.0,10.0,6.0,5.0,7.0,4.0
973,mcgratr01,McGrady,Tracy,2001,East,NBA,1,23,24.0,2.0,1.0,3.0,4.0,3.0,0.0,1.0,1.0,15.0,9.0,4.0,4.0,4.0,2.0
974,mcgratr01,McGrady,Tracy,2000,East,NBA,1,21,2.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0
975,mcgratr01,McGrady,Tracy,2006,West,NBA,1,18,8.0,1.0,2.0,3.0,11.0,3.0,0.0,2.0,0.0,8.0,3.0,0.0,0.0,5.0,2.0
976,mcgratr01,McGrady,Tracy,2004,West,NBA,1,24,8.0,1.0,4.0,5.0,5.0,3.0,2.0,3.0,1.0,13.0,4.0,0.0,0.0,4.0,0.0
977,mcgratr01,McGrady,Tracy,2005,West,NBA,1,27,36.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,26.0,15.0,7.0,2.0,10.0,4.0
994,melchbi01,Melchionni,Bill,1972,East,ABA,1,24,4.0,3.0,5.0,8.0,2.0,1.0,0.0,4.0,1.0,6.0,1.0,2.0,2.0,0.0,0.0
1008,millebr01,Miller,Brad,2002,East,NBA,1,17,5.0,3.0,3.0,6.0,3.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0
1009,millebr01,Miller,Brad,2003,West,NBA,1,10,8.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0
1010,millere01,Miller,Reggie,1999,East,NBA,1,21,5.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,7.0,1.0,2.0,2.0,6.0,1.0
1011,millere01,Miller,Reggie,1997,East,NBA,1,20,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,6.0,2.0,1.0,2.0,1.0
1015,mingya01,Ming,Yao,2003,West,NBA,1,18,16.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,14.0,8.0,0.0,0.0,2.0,0.0
1016,mingya01,Ming,Yao,2002,West,NBA,1,17,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1017,mingya01,Ming,Yao,2008,West,NBA,1,12,2.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0
1018,mingya01,Ming,Yao,2004,West,NBA,1,21,11.0,3.0,5.0,8.0,5.0,0.0,1.0,1.0,1.0,9.0,5.0,2.0,1.0,0.0,0.0
1019,mingya01,Ming,Yao,2005,West,NBA,1,19,5.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,5.0,2.0,2.0,1.0,0.0,0.0
1020,mingya01,Ming,Yao,2007,West,NBA,1,13,6.0,4.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,2.0,2.0,2.0,0.0
1030,moncrsi01,Moncrief,Sidney,1981,East,NBA,1,22,6.0,3.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,11.0,3.0,2.0,0.0,0.0,0.0
1038,mournal01,Mourning,Alonzo,2001,East,NBA,1,16,13.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0,1.0,7.0,6.0,1.0,1.0,0.0,0.0
1040,mournal01,Mourning,Alonzo,1999,East,NBA,1,27,15.0,2.0,5.0,7.0,1.0,3.0,4.0,1.0,4.0,11.0,7.0,2.0,1.0,0.0,0.0
1052,mutomdi01,Mutombo,Dikembe,2000,East,NBA,1,28,6.0,3.0,19.0,22.0,0.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0
1053,mutomdi01,Mutombo,Dikembe,1999,East,NBA,1,16,4.0,2.0,6.0,8.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
1054,mutomdi01,Mutombo,Dikembe,1997,East,NBA,1,19,9.0,1.0,6.0,7.0,0.0,0.0,1.0,0.0,3.0,5.0,4.0,2.0,1.0,0.0,0.0
1055,mutomdi01,Mutombo,Dikembe,1996,East,NBA,1,15,3.0,2.0,6.0,8.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0
1059,mutomdi01,Mutombo,Dikembe,2001,East,NBA,1,21,8.0,6.0,4.0,10.0,0.0,0.0,1.0,2.0,0.0,5.0,3.0,2.0,2.0,0.0,0.0
1063,nashst01,Nash,Steve,2002,West,NBA,1,16,2.0,2.0,3.0,5.0,3.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0
1064,nashst01,Nash,Steve,2001,West,NBA,1,24,8.0,2.0,1.0,3.0,9.0,1.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,4.0,2.0
1065,nashst01,Nash,Steve,2009,West,NBA,1,20,4.0,1.0,0.0,1.0,13.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
1066,nashst01,Nash,Steve,2007,West,NBA,1,19,8.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,3.0,8.0,4.0,0.0,0.0,1.0,0.0
1067,nashst01,Nash,Steve,2005,West,NBA,1,28,2.0,1.0,4.0,5.0,6.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
1068,nashst01,Nash,Steve,2004,West,NBA,1,18,2.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
1069,natersw01,Nater,Swen,1973,West,ABA,1,28,29.0,13.0,9.0,22.0,0.0,0.0,2.0,2.0,2.0,24.0,13.0,4.0,3.0,0.0,0.0
1070,natersw01,Nater,Swen,1974,West,ABA,1,26,12.0,2.0,3.0,5.0,1.0,0.0,0.0,2.0,3.0,13.0,5.0,2.0,2.0,0.0,0.0
1081,nixonno01,Nixon,Norm,1981,West,NBA,1,19,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0
1083,nowitdi01,Nowitzki,Dirk,2003,West,NBA,1,13,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0
1084,nowitdi01,Nowitzki,Dirk,2002,West,NBA,1,16,9.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,8.0,4.0,0.0,0.0,4.0,1.0
1085,nowitdi01,Nowitzki,Dirk,2001,West,NBA,1,24,12.0,2.0,6.0,8.0,3.0,0.0,0.0,2.0,1.0,11.0,5.0,1.0,1.0,4.0,1.0
1086,nowitdi01,Nowitzki,Dirk,2008,West,NBA,1,14,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,0.0,0.0
1087,nowitdi01,Nowitzki,Dirk,2009,West,NBA,1,28,22.0,0.0,4.0,4.0,2.0,1.0,0.0,2.0,2.0,15.0,8.0,6.0,6.0,1.0,0.0
1088,nowitdi01,Nowitzki,Dirk,2007,West,NBA,1,25,13.0,1.0,3.0,4.0,2.0,0.0,0.0,2.0,0.0,14.0,5.0,2.0,2.0,4.0,1.0
1089,nowitdi01,Nowitzki,Dirk,2004,West,NBA,1,21,10.0,3.0,4.0,7.0,2.0,4.0,4.0,3.0,1.0,10.0,4.0,2.0,1.0,3.0,1.0
1090,nowitdi01,Nowitzki,Dirk,2005,West,NBA,1,16,10.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,3.0,2.0,3.0,0.0
1091,nowitdi01,Nowitzki,Dirk,2006,West,NBA,1,16,9.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,2.0,1.0
1092,o'neaje01,O'Neal,Jermaine,2006,East,NBA,1,23,8.0,3.0,4.0,7.0,1.0,1.0,1.0,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0
1093,o'neash01,O'Neal,Shaquille,2006,East,NBA,1,17,10.0,4.0,2.0,6.0,1.0,1.0,1.0,0.0,1.0,13.0,5.0,0.0,0.0,0.0,0.0
1100,okurme01,Okur,Mehmet,2006,West,NBA,1,15,4.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0
1101,olajuha01,Olajuwon,Hakeem,1996,West,NBA,1,28,11.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,8.0,5.0,2.0,1.0,0.0,0.0
1113,oneaje01,O'Neal,Jermaine,2003,East,NBA,1,28,16.0,2.0,7.0,9.0,2.0,1.0,0.0,2.0,0.0,13.0,7.0,4.0,2.0,0.0,0.0
1114,oneaje01,O'Neal,Jermaine,2002,East,NBA,1,33,10.0,4.0,6.0,10.0,0.0,2.0,4.0,2.0,2.0,10.0,3.0,6.0,4.0,0.0,0.0
1115,oneaje01,O'Neal,Jermaine,2001,East,NBA,1,17,7.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,4.0,3.0,0.0,0.0
1116,oneaje01,O'Neal,Jermaine,2005,East,NBA,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,oneaje01,O'Neal,Jermaine,2004,East,NBA,1,19,15.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,10.0,6.0,4.0,3.0,0.0,0.0
1118,oneash01,O'Neal,Shaquille,2005,East,NBA,1,23,17.0,3.0,6.0,9.0,4.0,1.0,0.0,2.0,5.0,9.0,7.0,5.0,3.0,0.0,0.0
1119,oneash01,O'Neal,Shaquille,2004,East,NBA,1,26,12.0,0.0,6.0,6.0,1.0,3.0,3.0,0.0,2.0,11.0,6.0,3.0,0.0,1.0,0.0
1120,oneash01,O'Neal,Shaquille,2008,West,NBA,1,11,17.0,4.0,1.0,5.0,3.0,0.0,1.0,2.0,1.0,9.0,8.0,4.0,1.0,0.0,0.0
1121,oneash01,O'Neal,Shaquille,2002,West,NBA,1,26,19.0,3.0,10.0,13.0,1.0,2.0,1.0,3.0,3.0,14.0,8.0,5.0,3.0,0.0,0.0
1124,oneash01,O'Neal,Shaquille,1999,West,NBA,1,25,22.0,4.0,5.0,9.0,3.0,0.0,3.0,4.0,2.0,20.0,11.0,2.0,0.0,0.0,0.0
1125,oneash01,O'Neal,Shaquille,1997,West,NBA,1,18,12.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,10.0,5.0,4.0,2.0,0.0,0.0
1131,oneash11,O'Neal,Shaquille,2003,West,NBA,1,24,24.0,5.0,6.0,11.0,1.0,2.0,2.0,4.0,3.0,19.0,12.0,1.0,0.0,0.0,0.0
1140,parisro01,Parish,Robert,1981,East,NBA,1,20,21.0,0.0,7.0,7.0,1.0,0.0,2.0,1.0,2.0,12.0,9.0,4.0,3.0,0.0,0.0
1141,parketo01,Parker,Tony,2008,West,NBA,1,20,14.0,0.0,4.0,4.0,4.0,2.0,0.0,2.0,0.0,11.0,7.0,0.0,0.0,2.0,0.0
1142,parketo01,Parker,Tony,2006,West,NBA,1,24,8.0,0.0,2.0,2.0,10.0,4.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0
1143,parketo01,Parker,Tony,2005,West,NBA,1,20,8.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,1.0,8.0,3.0,2.0,2.0,1.0,0.0
1144,paulch01,Paul,Chris,2007,West,NBA,1,27,16.0,2.0,1.0,3.0,14.0,4.0,0.0,2.0,5.0,14.0,7.0,0.0,0.0,6.0,2.0
1145,paulch01,Paul,Chris,2008,West,NBA,1,29,14.0,1.0,6.0,7.0,14.0,3.0,0.0,1.0,4.0,14.0,7.0,0.0,0.0,1.0,0.0
1146,paultbi01,Paultz,Billy,1972,East,ABA,1,15,3.0,2.0,3.0,5.0,3.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0
1147,paultbi01,Paultz,Billy,1974,East,ABA,1,18,4.0,1.0,3.0,4.0,4.0,1.0,3.0,1.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0
1151,paytoga01,Payton,Gary,2002,West,NBA,1,15,8.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,6.0,4.0,0.0,0.0,1.0,0.0
1152,paytoga01,Payton,Gary,2001,West,NBA,1,22,18.0,0.0,1.0,1.0,6.0,3.0,0.0,3.0,1.0,13.0,7.0,0.0,0.0,6.0,4.0
1153,paytoga01,Payton,Gary,2000,West,NBA,1,18,0.0,2.0,2.0,4.0,5.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
1154,paytoga01,Payton,Gary,1999,West,NBA,1,20,5.0,0.0,4.0,4.0,8.0,2.0,0.0,2.0,1.0,8.0,1.0,3.0,3.0,4.0,0.0
1155,paytoga01,Payton,Gary,1997,West,NBA,1,24,7.0,2.0,1.0,3.0,13.0,2.0,0.0,4.0,0.0,7.0,3.0,0.0,0.0,3.0,1.0
1156,paytoga01,Payton,Gary,1996,West,NBA,1,20,17.0,0.0,1.0,1.0,10.0,2.0,0.0,4.0,2.0,15.0,7.0,2.0,2.0,5.0,1.0
1178,piercpa01,Pierce,Paul,2009,East,NBA,1,11,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,3.0,2.0
1179,piercpa01,Pierce,Paul,2008,East,NBA,1,20,18.0,1.0,3.0,4.0,2.0,2.0,0.0,1.0,3.0,11.0,6.0,6.0,5.0,5.0,1.0
1180,piercpa01,Pierce,Paul,2003,East,NBA,1,13,8.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,8.0,4.0,0.0,0.0,1.0,0.0
1181,piercpa01,Pierce,Paul,2002,East,NBA,1,18,8.0,0.0,2.0,2.0,3.0,4.0,0.0,2.0,1.0,11.0,4.0,0.0,0.0,5.0,0.0
1182,piercpa01,Pierce,Paul,2001,East,NBA,1,23,19.0,3.0,4.0,7.0,3.0,1.0,0.0,0.0,1.0,18.0,9.0,0.0,0.0,6.0,1.0
1183,piercpa01,Pierce,Paul,2007,East,NBA,1,12,10.0,4.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,9.0,5.0,0.0,0.0,3.0,0.0
1184,piercpa01,Pierce,Paul,2004,East,NBA,1,15,9.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,7.0,4.0,1.0,1.0,2.0,0.0
1185,piercpa01,Pierce,Paul,2005,East,NBA,1,15,7.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,6.0,3.0,2.0,1.0,0.0,0.0
1187,pippesc01,Pippen,Scottie,1996,East,NBA,1,25,8.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,9.0,4.0,0.0,0.0,3.0,0.0
1207,randoza01,Randolph,Zach,2009,West,NBA,1,19,8.0,3.0,3.0,6.0,2.0,2.0,0.0,1.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0
1209,reddmi01,Redd,Michael,2003,East,NBA,1,15,13.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,12.0,5.0,0.0,0.0,6.0,3.0
1218,ricegl01,Rice,Glen,1997,East,NBA,1,16,16.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,6.0,0.0,0.0,6.0,4.0
1219,ricegl01,Rice,Glen,1996,East,NBA,1,25,26.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,24.0,10.0,2.0,2.0,7.0,4.0
1224,richami01,Richardson,Micheal Ray,1981,East,NBA,1,20,10.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,10.0,5.0,0.0,0.0,0.0,0.0
1225,richmmi01,Richmond,Mitch,1997,West,NBA,1,17,8.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,2.0,0.0
1226,richmmi01,Richmond,Mitch,1996,West,NBA,1,22,9.0,1.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0,4.0,3.0
1256,robinda01,Robinson,David,2000,West,NBA,1,10,8.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,4.0,2.0,0.0,0.0
1257,robinda01,Robinson,David,1999,West,NBA,1,7,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1258,robinda01,Robinson,David,1997,West,NBA,1,22,15.0,2.0,4.0,6.0,0.0,2.0,2.0,2.0,1.0,4.0,3.0,10.0,9.0,0.0,0.0
1267,robingl01,Robinson,Glenn,2000,East,NBA,1,18,8.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0
1268,robingl01,Robinson,Glenn,1999,East,NBA,1,17,10.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0
1279,rondora01,Rondo,Rajon,2009,East,NBA,1,20,4.0,1.0,0.0,1.0,5.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
